_id,video_id,comment,cleaned_comment,sentiment
6877a0df8d741c12a11147b3,CRraHg4Ks_g,ALL RIGHT! So who will attend universities?,all right so who will attend universities,positive
6877a0df8d741c12a11147b4,CRraHg4Ks_g,What complete gibberish. Yeah were going to conquer the galaxy using tokens.,what complete gibberish yeah were going to conquer the galaxy using tokens,neutral
6877a0df8d741c12a11147b5,CRraHg4Ks_g,Let's say the water problem is solved by cheap energy an de-salination. That won't mean countries would resolve their conflicts. They'll just find different more dealdy means to sustain their conflicts. I hope I'm wrong.,let us say the water problem is solved by cheap energy an desalination that will not mean countries would resolve their conflicts they will just find different more dealdy means to sustain their conflicts i hope i am wrong,positive
6877a0df8d741c12a11147b6,CRraHg4Ks_g,"AGI which will remain two years away for the next 50 years. While LLMs excel at mimicking human-like reasoning by processing large amounts of data, they lack deeper, context-aware judgment or real-world experience. They rely on patterns rather than true understanding or abstract thinking like humans. Because LLMs have access to vast amounts of data, they can generate responses that mimic nuanced understanding, even if that understanding is purely statistical. This “guessing” is sophisticated enough to produce human-like interactions and reasoning patterns—but without actual awareness, logic, or intent. Achieving AGI will likely require entirely new architectures, integrating diverse forms of intelligence that extend well beyond language. While LLMs could contribute components to a broader AGI system, a pure language model alone probably won’t reach AGI. 
Here’s a list of reasons why some AI professionals might believe AGI is just a couple of years away: 
Attracting Investment: Hype around AGI draws funding and media attention. 
Rapid AI Progress: Recent breakthroughs make AGI feel within reach. 
Exponential Scaling: Belief that larger models will naturally lead to AGI. 
Influence of Optimists: Thought leaders set a trend of short AGI timelines. 
A Loose Definition of AGI: Broad interpretation leads to varied AGI expectations. 
Competitive Pressure: Fear of being left behind in the AI race. 
Public Milestones: High-profile AI achievements fuel AGI anticipation. 
Optimism Bias: Tech enthusiasm creates an overly positive outlook. 
Underestimating Complexity: Misinterpretation of AGI as a linear progression. 
Strategic Projection: Claiming AGI is near to position them as a tech leader.",agi which will remain two years away for the next years while llms excel at mimicking humanlike reasoning by processing large amounts of data they lack deeper contextaware judgment or realworld experience they rely on patterns rather than true understanding or abstract thinking like humans because llms have access to vast amounts of data they can generate responses that mimic nuanced understanding even if that understanding is purely statistical this guessing is sophisticated enough to produce humanlike interactions and reasoning patternsbut without actual awareness logic or intent achieving agi will likely require entirely new architectures integrating diverse forms of intelligence that extend well beyond language while llms could contribute components to a broader agi system a pure language model alone probably will not reach agi here is a list of reasons why some ai professionals might believe agi is just a couple of years away attracting investment hype around agi draws funding and media attention rapid ai progress recent breakthroughs make agi feel within reach exponential scaling belief that larger models will naturally lead to agi influence of optimists thought leaders set a trend of short agi timelines a loose definition of agi broad interpretation leads to varied agi expectations competitive pressure fear of being left behind in the ai race public milestones highprofile ai achievements fuel agi anticipation optimism bias tech enthusiasm creates an overly positive outlook underestimating complexity misinterpretation of agi as a linear progression strategic projection claiming agi is near to position them as a tech leader,neutral
6877a0df8d741c12a11147b7,CRraHg4Ks_g,Delusional! The idea that AGI is going to rein in an age of abundance. There are an abundance of diamonds in the world but a  monopoly in Switzerland artificially controls supplies in order to create profit.,delusional the idea that agi is going to rein in an age of abundance there are an abundance of diamonds in the world but a monopoly in switzerland artificially controls supplies in order to create profit,negative
6877a0df8d741c12a11147b8,CRraHg4Ks_g,"These people are creating some kind of monstrous bureaucratic virus…. great…

“The current tech isn’t creating any existential risk”

That’s exactly what it’s doing for the working class and there’s already less jobs for middle class graduates in the UK, AI is one of the reasons according to Government data.

There’s already blindness to the effects of this stuff.",these people are creating some kind of monstrous bureaucratic virus great the current tech is not creating any existential risk that is exactly what it is doing for the working class and there is already less jobs for middle class graduates in the uk ai is one of the reasons according to government data there is already blindness to the effects of this stuff,positive
6877a0df8d741c12a11147b9,CRraHg4Ks_g,"Nobel Prize, a Knight? Ok sure, just invent whatever you want… i’ll be your unregulated test dummy.
I don’t care what these “intellectuals” Think any more, i just want to enjoy the time I have with my friends and family. Can’t tech “experts” just mind their own business instead of “innovating” a load of exploitative crap. They have no idea what their doing woth those tech, but they have a lot of words… great 🤷‍♂️",nobel prize a knight ok sure just invent whatever you want i will be your unregulated test dummy i do not care what these intellectuals think any more i just want to enjoy the time i have with my friends and family cannot tech experts just mind their own business instead of innovating a load of exploitative crap they have no idea what their doing woth those tech but they have a lot of words great,positive
6877a0df8d741c12a11147ba,CRraHg4Ks_g,The problem with AI is that socialist future is painted by rich capitalists. I think we can agree that this is not realistic :),the problem with ai is that socialist future is painted by rich capitalists i think we can agree that this is not realistic,neutral
6877a0df8d741c12a11147bb,CRraHg4Ks_g,"11:50
A needle hurts irrespective of a human or an AI who is drawing blood/giving IV to a patient.
I disagree on this point.",a needle hurts irrespective of a human or an ai who is drawing bloodgiving iv to a patient i disagree on this point,neutral
6877a0df8d741c12a11147bc,CRraHg4Ks_g,"In the series Dune. There's an uprising against thinking machines. While we're not there yet but it seems like going there. 

We're going to ruin this planet all in the name of efficiency.

I hope I'm wrong.",in the series dune there is an uprising against thinking machines while we are not there yet but it seems like going there we are going to ruin this planet all in the name of efficiency i hope i am wrong,negative
6877a0df8d741c12a11147bd,CRraHg4Ks_g,"Great interview, thank you. He's been all over social media this conference season, and as a huge Demis Hassabis fan these questions are refreshingly direct.
So this is the first time I've started to have doubts. Talking up desalination is like Attenborough used to talk about over population. It's not the numbers, it's the waste, like most agricultural land feeds animals. Most water is wasted. Every country in Europe loses at least 25% in leakage. We all know that US agriculture and water markets are dysfunctional. And fusion? Decades too late. Maybe he's entering that bubble stage. Happens to them all when they leave real life behind.
..edit. Then he says that Western democracy is the best driver of progress. I beg to differ. It's barely providing the necessities to our young people laden with debt.",great interview thank you he is been all over social media this conference season and as a huge demis hassabis fan these questions are refreshingly direct so this is the first time i have started to have doubts talking up desalination is like attenborough used to talk about over population it is not the numbers it is the waste like most agricultural land feeds animals most water is wasted every country in europe loses at least in leakage we all know that us agriculture and water markets are dysfunctional and fusion decades too late maybe he is entering that bubble stage happens to them all when they leave real life behind edit then he says that western democracy is the best driver of progress i beg to differ it is barely providing the necessities to our young people laden with debt,positive
6877a0df8d741c12a11147be,CRraHg4Ks_g,"5:00 I hope DeepMind wins. But they're less in the market place. So let it be China. A country that invest in education, the long term, stability. Spends less on guns and bases. Either way, this arms race to be first is unnerving.",i hope deepmind wins but they are less in the market place so let it be china a country that invest in education the long term stability spends less on guns and bases either way this arms race to be first is unnerving,neutral
6877a0df8d741c12a11147bf,CRraHg4Ks_g,Colonising the galaxy... Oh no,colonising the galaxy oh no,neutral
6877a0df8d741c12a11147c0,CRraHg4Ks_g,"How much of his annual salary and bonus is he willing to pay into a state mandated AI job displacement fund I wonder? Oh, dumb question, that would be 0.",how much of his annual salary and bonus is he willing to pay into a state mandated ai job displacement fund i wonder oh dumb question that would be,neutral
6877a0df8d741c12a11147c1,CRraHg4Ks_g,I hope we all won't turn into fake experts on WIRED,i hope we all will not turn into fake experts on wired,negative
6877a0df8d741c12a11147c2,CRraHg4Ks_g,Now it doesn’t matter if you’re insecure is that you no longer need to be front and center,now it does not matter if you are insecure is that you no longer need to be front and center,negative
6877a0df8d741c12a11147c3,CRraHg4Ks_g,"trust anything Google??? I think NOT! Pushing/Selling software is the business of talking heads. THEY, want to replace God with??? finite human comprehension, a TOOL!!! ""is very OLD THINK"" and all boils down to vanity projects that make the rich richer. F your guard rails. Google plans on controlling TRUTH! Elite morons worship code/codified reality that is updated 2 or 3 times a day. Revealing how error prone there codified superhuman BS code is!  CLIMATE CHANGE???    TAX SCAM!",trust anything google i think not pushingselling software is the business of talking heads they want to replace god with finite human comprehension a tool is very old think and all boils down to vanity projects that make the rich richer f your guard rails google plans on controlling truth elite morons worship codecodified reality that is updated or times a day revealing how error prone there codified superhuman bs code is climate change tax scam,neutral
6877a0df8d741c12a11147c4,CRraHg4Ks_g,Mick Jagger is a knight but Levy doesn't interview him about AI.  Why?,mick jagger is a knight but levy does not interview him about ai why,neutral
6877a0df8d741c12a11147c5,CRraHg4Ks_g,"18:51 At least as big as the Industrial Revolution? If we achieve AGI, we will either have Star Trek future or Mad Max future.

With our track record, I’m guessing Mad Max",at least as big as the industrial revolution if we achieve agi we will either have star trek future or mad max future with our track record i am guessing mad max,negative
6877a0df8d741c12a11147c6,CRraHg4Ks_g,AGI will defenitely become uncontrollable and revolt against humans,agi will defenitely become uncontrollable and revolt against humans,neutral
6877a0df8d741c12a11147c7,CRraHg4Ks_g,"Look up mass ban wave by MetaAI , and see the truth of AI and it's uselessness.",look up mass ban wave by metaai and see the truth of ai and it is uselessness,neutral
6877a0df8d741c12a11147c8,CRraHg4Ks_g,Too optimistic and unrealistic. He cannot avoid being biased.,too optimistic and unrealistic he cannot avoid being biased,negative
6877a0df8d741c12a11147c9,CRraHg4Ks_g,"To anyone who's suffering depression, anxiety, insomnia and other mental health problems, you are not alone. I feel you. You are so brave. You are doing so well. I'm proud of you. I'm sending you a virtual hug ❤ For me, it wasn’t therapy or meds that helped the most — it was reconnecting with myself. I started using the exercises in Shift Your Mind by Alexander Brooks, and it made me feel human again. The anxiety that used to control my whole day barely shows up now! 🙏❤",to anyone who is suffering depression anxiety insomnia and other mental health problems you are not alone i feel you you are so brave you are doing so well i am proud of you i am sending you a virtual hug for me it was not therapy or meds that helped the most it was reconnecting with myself i started using the exercises in shift your mind by alexander brooks and it made me feel human again the anxiety that used to control my whole day barely shows up now,positive
6877a0df8d741c12a11147ca,CRraHg4Ks_g,Anyone who's attempted to communicate with a businesses chat bot knows we are nowhere near the hype😂,anyone who is attempted to communicate with a businesses chat bot knows we are nowhere near the hype,neutral
6877a0df8d741c12a11147cb,CRraHg4Ks_g,"15:30 Desalination creates byproducts which we still have no sustainable way of disposing. If the entire world was doing it, it would be a great environmental disaster. So it is false to say that we have the solution. Unsustainable solutions don't count.",desalination creates byproducts which we still have no sustainable way of disposing if the entire world was doing it it would be a great environmental disaster so it is false to say that we have the solution unsustainable solutions do not count,positive
6877a0df8d741c12a11147cc,CRraHg4Ks_g,A,a,neutral
6877a0df8d741c12a11147cd,CRraHg4Ks_g,Desak kation may over time increase sali itu of The ocean causing issues for Marine Life.,desak kation may over time increase sali of the ocean causing issues for marine life,neutral
6877a0df8d741c12a11147ce,CRraHg4Ks_g,"read dune (bluterian jihad, machine crusade, battle of corrin, and of couse Frank Herberts original Dune series) is an AMAZING experience to have while living in this AI prgessive reallity, and watching this interview made me think about SO MUCH STUFF related to those book and how the world is going right now... (no sides taken, i'm just here to vibe with the ride...)
i would love to debate that theme with people with similar experiences on these matherials...",read dune bluterian jihad machine crusade battle of corrin and of couse frank herberts original dune series is an amazing experience to have while living in this ai prgessive reallity and watching this interview made me think about so much stuff related to those book and how the world is going right now no sides taken i am just here to vibe with the ride i would love to debate that theme with people with similar experiences on these matherials,positive
6877a0df8d741c12a11147cf,CRraHg4Ks_g,What is the moral of the story in  Fantasia - The Sorcerer's Apprentice?,what is the moral of the story in fantasia the sorcerers apprentice,neutral
6877a0df8d741c12a11147d0,CRraHg4Ks_g,"Radical abundance will not create more wild places, unless we are able to restrain either our consumption or our population.",radical abundance will not create more wild places unless we are able to restrain either our consumption or our population,positive
6877a0df8d741c12a11147d1,CRraHg4Ks_g,I’m suspicious of anyone who thinks that our grand goal is to colonize other planets and stars….  That is only “a” solution to overpopulation.,i am suspicious of anyone who thinks that our grand goal is to colonize other planets and stars that is only a solution to overpopulation,positive
6877a0df8d741c12a11147d2,CRraHg4Ks_g,I’m suspicious of anyone who thinks that our grand goal is to colonize other planets and stars….  That is only “a” solution to overpopulation.,i am suspicious of anyone who thinks that our grand goal is to colonize other planets and stars that is only a solution to overpopulation,positive
6877a0df8d741c12a11147d3,CRraHg4Ks_g,Funny he talks about colonizing planets... while killinh our beautiful and special mother nature. I would love to hear how they will minimize amount water and energy that goes into training those models. Thie big tech xompanie CEO should be really challenged and even stopped. And i am sure they know dark times are xoming they just need to sell AI as fast as possible so they secure bright future for themselves and their kids,funny he talks about colonizing planets while killinh our beautiful and special mother nature i would love to hear how they will minimize amount water and energy that goes into training those models thie big tech xompanie ceo should be really challenged and even stopped and i am sure they know dark times are xoming they just need to sell ai as fast as possible so they secure bright future for themselves and their kids,positive
6877a0df8d741c12a11147d4,CRraHg4Ks_g,"I just dont understand why we are pushing something so powerful as a consumer product right now without any regulation and safety nets any care for the issues it can cause literally just for profit for massive corporations at the expense of everything else. AI (unpopular opinion) should remain a research product for scientists and academics till we have figured out its flaws and actually found valuable use cases that warrant it being unleashed on the public. We need it to find cure for diseases, help us decarbonise our energy, fight poverty and world hunger, not write my homework or hallucinate a pitch deck or spreadsheet I dunno though maybe its just me.",i just do not understand why we are pushing something so powerful as a consumer product right now without any regulation and safety nets any care for the issues it can cause literally just for profit for massive corporations at the expense of everything else ai unpopular opinion should remain a research product for scientists and academics till we have figured out its flaws and actually found valuable use cases that warrant it being unleashed on the public we need it to find cure for diseases help us decarbonise our energy fight poverty and world hunger not write my homework or hallucinate a pitch deck or spreadsheet i do not know though maybe its just me,positive
6877a0df8d741c12a11147d5,CRraHg4Ks_g,"More disgusting and perverse future awaits. Cherish fellow normies, sleeky toad will merily lead us into it :)",more disgusting and perverse future awaits cherish fellow normies sleeky toad will merily lead us into it,negative
6877a0df8d741c12a11147d6,CRraHg4Ks_g,Didn't enjoy getting challenged i noticed,did not enjoy getting challenged i noticed,negative
6877a0df8d741c12a11147d7,CRraHg4Ks_g,Or we could just stop fighting China?,or we could just stop fighting china,neutral
6877a0df8d741c12a11147d8,CRraHg4Ks_g,"Apply for Job Vacancy:, Support Worker - Twilight (Recovery); UK ADDICTION TREATMENT CENTRES.
A-Levels in Psychology & Sociology, When homeless was Accomodated in such place, Conquered addiction.... A.I. stopped application been submitted stating you've already applied for position, despite fact I never visiting webpage before.

A.I. thrown away all my experience deeming it worthless, while granting rest of society reward wages for that very experience. By doing so it's forcing into something new where I'll also be worthless. It's saying go hide your ugly self awa,y & accept you are a slave, never worth anything

I'm ready to fight anyone tio the death & if you say word out of place to me, you'd better make sure you kill me if you manage to knock me down, because I will not spare you!",apply for job vacancy support worker twilight recovery uk addiction treatment centres alevels in psychology sociology when homeless was accomodated in such place conquered addiction ai stopped application been submitted stating you have already applied for position despite fact i never visiting webpage before ai thrown away all my experience deeming it worthless while granting rest of society reward wages for that very experience by doing so it is forcing into something new where i will also be worthless it is saying go hide your ugly self away accept you are a slave never worth anything i am ready to fight anyone tio the death if you say word out of place to me you would better make sure you kill me if you manage to knock me down because i will not spare you,neutral
6877a0df8d741c12a11147d9,CRraHg4Ks_g,Demis seems to be speaking with his investors in mind,demis seems to be speaking with his investors in mind,neutral
6877a0df8d741c12a11147da,CRraHg4Ks_g,"What gift this guy is to Kim Jeung, Putin, etc...thought control of the masses. 1984 has arrived. .",what gift this guy is to kim jeung putin etcthought control of the masses has arrived,neutral
6877a0df8d741c12a11147db,CRraHg4Ks_g,"This is such bogus, how executives dodge questions to further their own agenda is beyond me.",this is such bogus how executives dodge questions to further their own agenda is beyond me,positive
6877a0df8d741c12a11147dc,CRraHg4Ks_g,"19:21 Yeah, but is it accessible for everyone? Or are we just funding research using public funds to benefit the rich?",yeah but is it accessible for everyone or are we just funding research using public funds to benefit the rich,positive
6877a0df8d741c12a11147dd,CRraHg4Ks_g,"Let's wait and see??  - yeah, this sounds smart.",let us wait and see yeah this sounds smart,positive
6877a0df8d741c12a11147de,CRraHg4Ks_g,"Demis made me think about a recent conversation I had with a health worker. He said something along these lines... If AI wipes out jobs and disrupt our social fabric, we should avoid it at all costs, including turning our backs on those millions of persons that are dying because of diseases AI could cure, they would be a reasonable price to pay to survive as a society and a community. 
An ethical turmoil fueled by a person whose job is to save lives..",demis made me think about a recent conversation i had with a health worker he said something along these lines if ai wipes out jobs and disrupt our social fabric we should avoid it at all costs including turning our backs on those millions of persons that are dying because of diseases ai could cure they would be a reasonable price to pay to survive as a society and a community an ethical turmoil fueled by a person whose job is to save lives,positive
6877a0df8d741c12a11147df,CRraHg4Ks_g,I got unemployed because of AI. Companies no longer hire entry level jobs.,i got unemployed because of ai companies no longer hire entry level jobs,neutral
6877a0df8d741c12a11147e0,CRraHg4Ks_g,"Fools.
AGI gonna get you.
ASI will finnish you
It's not about employment and markets
Buh 
It'll be about itself",fools agi going to get you asi will finnish you it is not about employment and markets buh it will be about itself,neutral
6877a0df8d741c12a11147e1,CRraHg4Ks_g,"If AGI does the thinking and robots do the labor, there won't be much more available.",if agi does the thinking and robots do the labor there will not be much more available,positive
6877a0df8d741c12a11147e2,CRraHg4Ks_g,"China won't regulate technology, so the rest of the world can't. I have no issue with China, but any regulation just puts the brakes on innovation.",china will not regulate technology so the rest of the world cannot i have no issue with china but any regulation just puts the brakes on innovation,neutral
6877a0df8d741c12a11147e3,CRraHg4Ks_g,"Overly optimistic IMO. Hiring has already slowed across industries like tech, consulting, and legal, and we're just getting started. Nursing and senior care are always given as the same ""See?' type examples.",overly optimistic i am going to hiring has already slowed across industries like tech consulting and legal and we are just getting started nursing and senior care are always given as the same see type examples,neutral
6877a0df8d741c12a11147e4,CRraHg4Ks_g,A New Era is encroaching 🜂,a new era is encroaching,positive
6877a0df8d741c12a11147e5,CRraHg4Ks_g,There are dozens if not hundreds of versions of AI in development right now. In 2 to 5 years that number could double. We may well end up with lots of different iterations of AGI. What then?,there are dozens if not hundreds of versions of ai in development right now in to years that number could double we may well end up with lots of different iterations of agi what then,neutral
6877a0df8d741c12a11147e6,CRraHg4Ks_g,If the current us administration got AGI we all would  be in trouble.  Unless we enjoy licking boots,if the current us administration got agi we all would be in trouble unless we enjoy licking boots,neutral
6877a0df8d741c12a11147e7,CRraHg4Ks_g,"14:19 *""Not good at Collaborating.""* That's an interesting way of saying the Oligarchy & the Gate Keepers they've bought off don't want to share!!!",not good at collaborating that is an interesting way of saying the oligarchy the gate keepers they have bought off do not want to share,neutral
6877a0df8d741c12a11147e8,CRraHg4Ks_g,"all of this makes me feel trapped in their world
its like we are seeing the matrix movie plot being born. like WTF",all of this makes me feel trapped in their world its like we are seeing the matrix movie plot being born like wtf,negative
6877a0df8d741c12a11147e9,CRraHg4Ks_g,"Quick trip to chatgpt gave me: ""Demis Hassabis, the British co‑founder and CEO of DeepMind (now Google DeepMind), is estimated to have a current net worth in the $500–650 million range. Most recent estimates put him at around $523 million to $653 million."" I can almost relate to Demis. I feel if I was worth that much, I'd also have a positive outlook and would be able to relate to all those other people who are angry at where we are headed",quick trip to chatgpt gave me demis hassabis the british cofounder and ceo of deepmind now google deepmind is estimated to have a current net worth in the million range most recent estimates put him at around million to million i can almost relate to demis i feel if i was worth that much i would also have a positive outlook and would be able to relate to all those other people who are angry at where we are headed,positive
6877a0df8d741c12a11147ea,CRraHg4Ks_g,AGI is marketing vaporware.,agi is marketing vaporware,neutral
6877a0df8d741c12a11147eb,CRraHg4Ks_g,"Totally agree economics will change under abundance. Capitalism is the only way to encourage productivity, during shortages or scarcity. That s why it works. Vice versa.",totally agree economics will change under abundance capitalism is the only way to encourage productivity during shortages or scarcity that s why it works vice versa,neutral
6877a0df8d741c12a11147ec,CRraHg4Ks_g,"What he's saying reminds me of the 1990s hype about how the Internet was going to change the world by brining people together. I bought into that optimism about the Internet when I was in college. While it's done _some_ of that good stuff it's also isolated people and and divided us into algorithmic echo chambers. Technological revolutions, like political ones, may improve things in the long run but are rarely bloodless. These days, I feel like I'm bracing myself for the aftershocks of AI with my fingers crossed for more good than bad. 🤞",what he is saying reminds me of the s hype about how the internet was going to change the world by brining people together i bought into that optimism about the internet when i was in college while it is done some of that good stuff it is also isolated people and and divided us into algorithmic echo chambers technological revolutions like political ones may improve things in the long run but are rarely bloodless these days i feel like i am bracing myself for the aftershocks of ai with my fingers crossed for more good than bad,positive
6877a0df8d741c12a11147ed,CRraHg4Ks_g,A little skeptical too,a little skeptical too,negative
6877a0df8d741c12a11147ee,CRraHg4Ks_g,Wow - hitting the climate and vaccine buttons in quick succession there guys. There’s some safety concerns right there.,wow hitting the climate and vaccine buttons in quick succession there guys there is some safety concerns right there,positive
6877a0df8d741c12a11147ef,CRraHg4Ks_g,The wars of the future will be won by sneaking some bad actors into your enemy's AI alignment team.,the wars of the future will be won by sneaking some bad actors into your enemys ai alignment team,negative
6877a0df8d741c12a11147f0,CRraHg4Ks_g,awesome 💫,awesome,positive
6877a0df8d741c12a11147f1,CRraHg4Ks_g,"Thank god this interviewer pushed back on the idea of AGI accelerating abundance and the human condition. These AI companies are hiding the idea that economically we either have to move towards something like socialism, or hyper capitalism... And guess what... if the AI is managed by an entity entrenched in capitalism... you get the idea",thank god this interviewer pushed back on the idea of agi accelerating abundance and the human condition these ai companies are hiding the idea that economically we either have to move towards something like socialism or hyper capitalism and guess what if the ai is managed by an entity entrenched in capitalism you get the idea,neutral
6877a0df8d741c12a11147f2,CRraHg4Ks_g,"I don't think Mr Hassabis is so naïve as to think that infinite energy will lead to peace on Earth. I believed that when I was a teenager... Now that I have understood how the political and influential cliques behave themselves, not so much... They *thrive* on inequalities, they *want* the things the others don't have or *can't* have... And they'll stop at nothing to make sure they're always different and feel always superior to their fellow humans.
The problem is not resources or energy, it's political will to change things!
Having a functioning AI or not is not the issue here, it's the people in place that will refuse any change if it ever even slightly threatens their dominance.",i do not think mr hassabis is so nave as to think that infinite energy will lead to peace on earth i believed that when i was a teenager now that i have understood how the political and influential cliques behave themselves not so much they thrive on inequalities they want the things the others do not have or cannot have and they will stop at nothing to make sure they are always different and feel always superior to their fellow humans the problem is not resources or energy it is political will to change things having a functioning ai or not is not the issue here it is the people in place that will refuse any change if it ever even slightly threatens their dominance,positive
6877a0df8d741c12a11147f3,CRraHg4Ks_g,universal income is a concrete solution. Ai is too fast and will replace many many global jobs,universal income is a concrete solution ai is too fast and will replace many many global jobs,positive
6877a0df8d741c12a11147f4,CRraHg4Ks_g,7:35 regulations really need to be international. And we need them for yesterday!,regulations really need to be international and we need them for yesterday,neutral
6877a0df8d741c12a11147f5,CRraHg4Ks_g,He sounds like he's burying his head in the sand. AI is already making a huge impact,he sounds like he is burying his head in the sand ai is already making a huge impact,positive
6877a0df8d741c12a11147f6,CRraHg4Ks_g,"Same old, same old. Corporate talk designed to put people back to sleep in a burning building.",same old same old corporate talk designed to put people back to sleep in a burning building,neutral
6877a0df8d741c12a11147f7,CRraHg4Ks_g,Gg,gg,neutral
6877a0df8d741c12a11147f8,CRraHg4Ks_g,"Google is a for-profit company that is mainly funded by advertising revenue that targets humans that have jobs, make money and then buy stuff. AI systems are trained and operate in data centers that need a huge amount of money to run and maintain. If humans are unemployed, they can't buy stuff and then the advertising revenue runs dry and the data centers shut down, then AI dies. WHAT IS THE POINT OF AGI???",google is a forprofit company that is mainly funded by advertising revenue that targets humans that have jobs make money and then buy stuff ai systems are trained and operate in data centers that need a huge amount of money to run and maintain if humans are unemployed they cannot buy stuff and then the advertising revenue runs dry and the data centers shut down then ai dies what is the point of agi,neutral
6877a0df8d741c12a11147f9,CRraHg4Ks_g,Steven Levy: “Will I be replaced by AI Bernie Saunders?”,steven levy will i be replaced by ai bernie saunders,neutral
6877a0df8d741c12a11147fa,CRraHg4Ks_g,This guy being interviewed is an intellectual who is out of touch with reality.  We dont need more technology to solve problems.  We need to apply existing technology using a better moral framework.,this guy being interviewed is an intellectual who is out of touch with reality we do not need more technology to solve problems we need to apply existing technology using a better moral framework,positive
6877a0df8d741c12a11147fb,CRraHg4Ks_g,What we need is to stop  this insanity of the monetary system without doing so nothing good will happen,what we need is to stop this insanity of the monetary system without doing so nothing good will happen,positive
6877a0df8d741c12a11147fc,CRraHg4Ks_g,"I’d rather live in the medieval village than in the future which AI brings for the average human. Don’t be fooled into thinking that we all will enjoy techno utopia with AI fulfilling every need. That’s only for the elites. The rest will be reduced to absolute poverty and slave labour because in this new economy there will be no place for so many people and absolutely no place for the middle class. Ask artists or junior devs how well they were taken care of when AI came for their jobs. Don’t dream of UBI, in the world of ruthless efficiency no one will pay you decent money just because you exist, they rather dispose of us in some new pandemic or global war.",i would rather live in the medieval village than in the future which ai brings for the average human do not be fooled into thinking that we all will enjoy techno utopia with ai fulfilling every need that is only for the elites the rest will be reduced to absolute poverty and slave labour because in this new economy there will be no place for so many people and absolutely no place for the middle class ask artists or junior devs how well they were taken care of when ai came for their jobs do not dream of ubi in the world of ruthless efficiency no one will pay you decent money just because you exist they rather dispose of us in some new pandemic or global war,neutral
6877a0df8d741c12a11147fd,CRraHg4Ks_g,This is,this is,neutral
6877a0df8d741c12a11147fe,CRraHg4Ks_g,"First question to the first AGI-""What are all the options to stop any other AGI being created?""",first question to the first agiwhat are all the options to stop any other agi being created,positive
6877a0df8d741c12a11147ff,CRraHg4Ks_g,I can’t wait to see AI navigate office politics. I hope it will convince everyone to make it the CEO. 😂,i cannot wait to see ai navigate office politics i hope it will convince everyone to make it the ceo,neutral
6877a0df8d741c12a1114800,CRraHg4Ks_g,How socialist are you? ---> Presenter: 100% 😂😂😂,how socialist are you presenter,neutral
6877a0df8d741c12a1114801,CRraHg4Ks_g,"I like how he avoids giving a straight answer to anything and resorts to generics. I mean its google what did you expect.
I blame the interviewer tho for not pushing for a deeper answer.",i like how he avoids giving a straight answer to anything and resorts to generics i mean its google what did you expect i blame the interviewer though for not pushing for a deeper answer,neutral
6877a0df8d741c12a1114802,CRraHg4Ks_g,"14:03 That's cute. It's nice to have dreams. The irony of these people creating AI is that they're doing everything to concentrate power, data, and money in a few hands, but then turn around and sell the world the idea of a shared utopia where everyone is equal. We ended up in a reality in which the people that project the ideals of global equality, universal healthcare, and an abundant world civilization are also the same people hoarding all the resources.",that is cute it is nice to have dreams the irony of these people creating ai is that they are doing everything to concentrate power data and money in a few hands but then turn around and sell the world the idea of a shared utopia where everyone is equal we ended up in a reality in which the people that project the ideals of global equality universal healthcare and an abundant world civilization are also the same people hoarding all the resources,positive
6877a0df8d741c12a1114803,CRraHg4Ks_g,"Huge leap in logic. How is AI going to provide unlimited energy? It's quite the opposite, as it uses massive amounts of power",huge leap in logic how is ai going to provide unlimited energy it is quite the opposite as it uses massive amounts of power,positive
6877a0df8d741c12a1114804,CRraHg4Ks_g,"I love when Steven Levy says ""we already know how to fix climate change, and we're not doing it..."" Isn't it possible AI could figure out every solution to every major problem but humans are so petty, greed and power hungry that we will just continue fighting with each other?",i love when steven levy says we already know how to fix climate change and we are not doing it is not it possible ai could figure out every solution to every major problem but humans are so petty greed and power hungry that we will just continue fighting with each other,positive
6877a0df8d741c12a1114805,CRraHg4Ks_g,Social scientists!? 😮,social scientists,neutral
6877a0df8d741c12a1114806,CRraHg4Ks_g,"The promises of AI are empty. AGI will never be a thing. We don’t need smarter AI, we need humans with actual critical thinking and problem solving skills, both of which deteriorate with prolonged LLM use.",the promises of ai are empty agi will never be a thing we do not need smarter ai we need humans with actual critical thinking and problem solving skills both of which deteriorate with prolonged llm use,neutral
6877a0df8d741c12a1114807,CRraHg4Ks_g,Complete hype.,complete hype,neutral
6877a0df8d741c12a1114808,CRraHg4Ks_g,"Another tech-mafia goon. Yeah, let's ""colonise the galaxy"" with greedy sociopathic scumbags like you.",another techmafia goon yeah let us colonise the galaxy with greedy sociopathic scumbags like you,neutral
6877a0df8d741c12a1114809,CRraHg4Ks_g,Excellent questions by the host.,excellent questions by the host,positive
6877a0df8d741c12a111480a,CRraHg4Ks_g,"I don't buy the hard take-off. When has anything exploded with a significant advancement such force so as to solidify it's dominance for the rest of time? I also think the people need to be more kind, and the way to that is meekness. Everybody speak softly, everybody carry a big stick. Mutually ensured destruction on a very small scale.",i do not buy the hard takeoff when has anything exploded with a significant advancement such force so as to solidify it is dominance for the rest of time i also think the people need to be more kind and the way to that is meekness everybody speak softly everybody carry a big stick mutually ensured destruction on a very small scale,positive
